_id,x,y,objectid,terminal_id,node,location,lot,rate,maxhours,date1,time1,date2,time2,restdates,resttime1,resttime2,specialev,created_user,created_date,last_edited_user,last_edited_date,ratetimea,ratetimeb,rate2
89717,-80.0013611124012,40.4383141586444,190,402409-BLVDAL0301,DOWNTOWN2,BLVD OF ALLIES, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89718,-80.0014335320577,40.4381875890803,191,402410-BLVDAL0302,DOWNTOWN2,BLVD OF ALLIES, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89719,-80.0002882284338,40.4379119932936,192,402411-BLVDAL0303,DOWNTOWN2,BLVD OF ALLIES, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89720,-80.0006744666503,40.4378977030917,193,402412-BLVDAL0304,DOWNTOWN2,BLVD OF ALLIES, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89721,-80.0039923602327,40.4379630294851,194,402413-FTPITT0201,DOWNTOWN2,FORT PITT BLVD, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,4PM - 6PM, ,No,,,,, , , 
89722,-80.0032359770362,40.4376874327612,195,402414-FTPITT0203,DOWNTOWN2,FORT PITT BLVD, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,4PM - 6PM, ,No,,,,, , , 
89723,-79.9996847311021,40.4363318887201,196,402415-FTPITT0401,DOWNTOWN2,FORT PITT BLVD, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,4PM - 6PM, ,No,,,,, , , 
89724,-80.0056526481963,40.4389102570591,197,402416-STANWX0002,DOWNTOWN2,STANWIX ST, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89725,-80.0042015726272,40.4383243657343,199,402418-MARKET0002,DOWNTOWN2,MARKET ST, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89726,-80.0007710261405,40.437028037524,200,402419-SMTHFD0001,DOWNTOWN2,SMITHFIELD, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89727,-80.000323097127,40.4374404155744,201,402420-SMTHFD0101,DOWNTOWN2,SMITHFIELD, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89728,-79.999982456515,40.4379589467514,202,402421-SMTHFD0201,DOWNTOWN2,SMITHFIELD, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89729,-79.9997169177692,40.4383488632307,203,402422-SMTHFD0301,DOWNTOWN2,SMITHFIELD, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89730,-79.9992314378374,40.4390266184321,204,402423-SMTHFD0401,DOWNTOWN2,SMITHFIELD, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89731,-80.0059664669031,40.4410088086878,205,402424-LIBRTY0302,DOWNTOWN2,LIBERTY AVE, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89732,-80.0052610457294,40.4412190685504,206,402425-LIBRTY0402,DOWNTOWN2,LIBERTY AVE, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89733,-80.0071573681552,40.4421090930958,207,402426-COMMON0101,DOWNTOWN2,COMMONWEALTH PL, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89734,-80.0070822661258,40.4400269069308,208,402427-COMMON0601,DOWNTOWN2,COMMONWEALTH PL, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89735,-79.9972213699049,40.4362559307914,209,402505-ROSSST0101,DOWNTOWN2,ROSS ST, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89736,-79.9973597246161,40.4362904575319,210,402506-ROSSST0102,DOWNTOWN2,ROSS ST, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89737,-80.0059612269959,40.4414851179491,211,402507-PENAVE0001,DOWNTOWN2,PENN AVE, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89738,-80.0044839640077,40.441949022253,212,402508-PENAVE0003,DOWNTOWN2,PENN AVE, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89739,-80.0015804352899,40.4391441344209,213,402510-WOODST0302,DOWNTOWN2,WOOD ST, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89740,-80.0010567996009,40.4398870517056,214,402511-WOODST0402,DOWNTOWN2,WOOD ST, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89741,-80.002340001433,40.4427560933302,215,402514-PENAVE0501,DOWNTOWN2,PENN AVE, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89742,-79.9972193172351,40.4372690930052,216,402519-3RDAVE0501,DOWNTOWN2,3RD AVE, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89743,-80.0020168018002,40.4378168441091,217,402520-1STAVE0301,DOWNTOWN2,1ST AVE, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89744,-79.9965091065311,40.4372989872829,218,402521-ROSSST0301,DOWNTOWN2,ROSS ST, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89745,-79.994477919175,40.4355059542525,219,402522-2NDAVE0602,DOWNTOWN2,2ND AVE, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89746,-80.0041868765716,40.439814942372,220,402523-3RDAVE0102,DOWNTOWN2,3RD AVE, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89747,-80.0021684575857,40.4386020014015,221,402524-BLVDAL0205,DOWNTOWN2,BLVD OF ALLIES, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89748,-80.0039118939975,40.43877756441,222,402525-MARKET0102,DOWNTOWN2,MARKET ST, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89749,-80.0063454175924,40.441308040795,223,402526-PENAVE0000,DOWNTOWN2,PENN AVE, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89750,-80.0020155716528,40.4389857898801,224,402527-3RDAVE0204,DOWNTOWN2,3RD AVE, ,$4 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89751,-79.9660873711249,40.44358904092,965,403311-ROBNSN0301,HILL-DIST-2,ROBINSON ST, ,$1.50 Per Hour,10 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89752,-79.9662456215228,40.4438197054322,966,403312-ROBNSN0303,HILL-DIST-2,ROBINSON ST, ,$1.50 Per Hour,10 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89753,-79.9660551846575,40.4442769495812,967,403313-ROBNSN0305,HILL-DIST-2,ROBINSON ST, ,$1.50 Per Hour,10 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89754,-79.9655857979563,40.444568849368,968,403314-RBSTEX0401,HILL-DIST-2,ROBINSON ST EXT, ,$1.50 Per Hour,10 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89755,-79.9656099378581,40.4447484793626,969,403315-RBSTEX0402,HILL-DIST-2,ROBINSON ST EXT, ,$1.50 Per Hour,10 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89756,-79.9650547204512,40.445168974999,970,403316-RBSTEX0403,HILL-DIST-2,ROBINSON ST EXT, ,$1.50 Per Hour,10 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89757,-79.9655053317598,40.4459099390017,971,403317-RBSTEX0405,HILL-DIST-2,ROBINSON ST EXT, ,$1.50 Per Hour,10 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89758,-79.9657735527861,40.446477393517,972,403318-RBSTEX0407,HILL-DIST-2,ROBINSON ST EXT, ,$1.50 Per Hour,10 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89759,-79.9594086689552,40.4482470863118,973,403326-CENTRE3106,HILL-DIST-2,CENTRE AVE, ,$1.50 Per Hour,10 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89760,-79.9877959589515,40.4433756492474,974,403328-CRAWFD0102,UPTOWN1,CRAWFORD ST, ,$1.50 Per Hour,10 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89761,-79.9861771428796,40.4411717837035,975,403330-CRAWFD0302,UPTOWN1,CRAWFORD ST, ,$1.50 Per Hour,10 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89762,-79.9867622296902,40.4419458748942,976,403331-CRAWFD0304,UPTOWN1,CRAWFORD ST, ,$1.50 Per Hour,10 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89763,-79.9850537247108,40.4398870826383,977,403332-CRAWFD0701,UPTOWN1,CRAWFORD ST, ,$1.50 Per Hour,10 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89764,-79.9860069728127,40.4393005430261,978,403335-COLWEL1201,UPTOWN2,COLWELL ST, ,$1.50 Per Hour,10 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89765,-79.9856739960317,40.4394158735897,979,403336-COLWEL1202,UPTOWN2,COLWELL ST, ,$1.50 Per Hour,10 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89766,-79.9938536806878,40.4382932994775,980,403337-SHIGNS0001,UPTOWN2,SHINGISS ST, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89767,-79.9931172126777,40.4386662176163,981,403338-DIAMND0702,UPTOWN2,DIAMOND ST, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89768,-79.9931981761963,40.4384327430387,982,403339-BOYDST0001,UPTOWN2,BOYD ST, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89769,-79.988267445816,40.4381732997031,983,403340-MAGEE-0101,UPTOWN2,MAGEE ST, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89770,-79.9864365618074,40.438039299765,984,403341-STEVSN0001,UPTOWN2,STEVENSON ST, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89771,-79.986562617097,40.4383808562864,985,403342-STEVSN0004,UPTOWN2,STEVENSON ST, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89772,-79.986837981392,40.4355574122809,986,403344-STEVSN0202,UPTOWN2,STEVENSON ST, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89773,-79.9866065850265,40.4360463311352,987,403345-STENSN0103,UPTOWN2,STEVENSON ST, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89774,-79.9865351273854,40.4367654124982,988,403346-STEVSN0101,UPTOWN2,STEVENSON ST, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89775,-79.9866925237865,40.4370720819103,989,403347-STEVSN0006,UPTOWN2,STEVENSON ST, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89776,-79.9940991451601,40.4388706376221,990,403348-5THAVE0702,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89777,-79.9931939364565,40.438833596219,991,403349-5THAVE0704,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89778,-79.9935627739038,40.4389959690696,992,403350-5THAVE0701,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89779,-79.991838419075,40.4387897412527,993,403351-5THAVE0902,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89780,-79.991562694878,40.4389016377448,994,403352-5THAVE0901,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89781,-79.9898220048777,40.4387029898902,995,403353-5THAVE1102,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89782,-79.9887627257673,40.4386590821918,996,403354-5THAVE1202,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89783,-79.9879313610898,40.4386279692421,997,403355-5THAVE1302,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89784,-79.9871893142314,40.4386030738501,998,403356-5THAVE1304,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89785,-79.989961004931,40.4388429691956,999,403357-5THAVE1101,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89786,-79.9888968804141,40.4387809692295,1000,403358-5THAVE1201,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89787,-79.9873779965087,40.4387366471861,1001,403360-5THAVE1303,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89788,-79.9911019744377,40.439965630254,1002,403361-WASHPL0101,UPTOWN2,WASHINGTON PL, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , ,Mon - Fri,7AM - 9AM,4PM - 6PM,No,,,,, , , 
89789,-79.9903312308897,40.4432410947846,1003,403362-BEDFRD1201,UPTOWN1,BEDFORD AVE, ,$1.50 Per Hour,10 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89790,-79.9877556321445,40.4378845173238,1004,403363-FORBES1201,UPTOWN2,FORBES AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89791,-79.9889276325087,40.4379068540026,1005,403364-FORBES1101,UPTOWN2,FORBES AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89792,-79.9897869971953,40.4379451534693,1006,403365-FORBES1003,UPTOWN2,FORBES AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89793,-79.9904166967974,40.4379663503523,1007,403366-FORBES1001,UPTOWN2,FORBES AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89794,-79.9847929490074,40.4377246386144,1008,403367-FORBES1501,UPTOWN2,FORBES AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89795,-79.9853643136041,40.4377507515371,1009,403368-FORBES1401,UPTOWN2,FORBES AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89796,-79.9847159722861,40.4375743079792,1010,403369-FORBES1502,UPTOWN2,FORBES AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89797,-79.9858491069623,40.4376406374442,1011,403370-FORBES1402,UPTOWN2,FORBES AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89798,-79.9856719493475,40.438649412854,1012,403371-5THAVE1401,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89799,-79.9860643371924,40.4385412998444,1013,403372-5THAVE1402,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89800,-79.985618019262,40.4385229693218,1014,403373-5THAVE1404,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89801,-79.9851828644869,40.4379232998044,1015,403374-PRIDE-0004,UPTOWN2,PRIDE ST, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89802,-79.9851504534961,40.4387965005937,1016,403375-PRIDE-0002,UPTOWN2,PRIDE ST, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89803,-79.9906560051377,40.4387320312889,1017,403376-5THAVE1002,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89804,-79.9845240765984,40.4385997565718,1018,403377-5THAVE1501,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89805,-79.9845848286263,40.4384824761245,1019,403378-5THAVE1502,UPTOWN2,5TH AVE, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89806,-79.9926510053826,40.4383592512177,1020,403379-WATSON0802,UPTOWN2,WATSON ST, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89807,-79.9915673926036,40.438334753965,1021,403380-WATSON0804,UPTOWN2,WATSON ST, ,$1.50 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89808,-79.9893984568165,40.4426724978555,1022,403381-FULLER0101,UPTOWN1,FULLERTON ST, ,$1.50 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89809,-79.9892847310134,40.4421262410636,1023,403382-FULLER0102,UPTOWN1,FULLERTON ST, ,$1.50 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89810,-79.9889843234764,40.4416608169427,1024,403383-FULLER0202,UPTOWN1,FULLERTON ST, ,$1.50 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89811,-79.9882976777207,40.4411790587728,1025,403384-FULLER0201,UPTOWN1,FULLERTON ST, ,$1.50 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89812,-79.9886946448527,40.4421956461662,1026,403385-WYLIE-1401,UPTOWN1,WYLIE AVE, ,$1.50 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89813,-79.9880187279724,40.4422038114937,1027,403386-WYLIE-1402,UPTOWN1,WYLIE AVE, ,$1.50 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89814,-79.9836353263383,40.438441647403,1028,403390-5THAVE1602,UPTOWN2,5TH AVE., ,$1.50 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89815,-79.9830330360672,40.4384223558051,1029,403391-5THAVE1604,UPTOWN2,5TH AVE., ,$1.50 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89816,-79.9828238237061,40.4385142205212,1030,403392-5THAVE1601,UPTOWN2,5TH AVE., ,$1.50 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89817,-79.9822122798517,40.4383794856012,1031,403393-5THAVE1702,UPTOWN2,5TH AVE., ,$1.50 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89818,-79.9816275581114,40.4384591017636,1032,403394-5THAVE1701,UPTOWN2,5TH AVE., ,$1.50 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89819,-79.9891288945759,40.4406219704313,1033,403395-CENTRE1201,UPTOWN1,CENTRE AVE, ,$1.50 Per Hour,No Max,Mon - Sat,~ 8AM - 6PM, , , , , ,Yes,,,,, , , 
89820,-79.9934737891069,40.4459785377078,907,404428-SMALLM1102,STRIPDIST,SMALLMAN ST, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89821,,,0,PBP351,BROW-SAN-L,Virtual Terminal for ParkMobile, , , , , , , , , , , ,,,,, , , 
89822,-79.9896449757623,40.4483844827093,908,404430-SMALLM1402,STRIPDIST,SMALLMAN ST, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89823,-79.9833043140733,40.4527436313782,915,404438-SMALLM2102,STRIPDIST,SMALLMAN ST, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89824,-79.9919510597588,40.4454225063116,916,404440-12THST0101,STRIPDIST,12TH ST, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89825,-79.9916438348185,40.4469081882274,917,404441-13THST0002,STRIPDIST,13TH ST, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89826,-79.9895652223484,40.4472236005952,918,404442-14THST0102,STRIPDIST,14TH ST, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89827,-79.9858583146323,40.4496144041761,919,404443-17THST0101,STRIPDIST,17TH ST, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89828,-79.9854046323732,40.4508356096561,920,404444-18THST0001,STRIPDIST,18TH ST, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89829,-79.9851283145202,40.451153848593,921,404445-19THST0002,STRIPDIST,19TH ST, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89830,-79.9842533142593,40.4512861770546,922,404446-20THST0002,STRIPDIST,20TH ST, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89831,-79.9833741361165,40.4518155411165,923,404448-21STST0102,STRIPDIST,21ST ST, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89832,-79.9841791364112,40.4524342953216,924,404449-21STST0002,STRIPDIST,21ST ST, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89833,-79.982986894068,40.4515219560124,925,404450-21STST0202,STRIPDIST,21ST ST, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89834,-79.9827454071422,40.4525763239561,926,404451-22NDST0002,STRIPDIST,22ND ST, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89835,-79.98187177142,40.4543375424661,927,404452-24THST0002,STRIPDIST,24TH ST, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89836,-79.9931376809876,40.4453548053865,928,404453-PENAVE1101,STRIPDIST,PENN AVE, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89837,-79.9927967189237,40.4455298985679,929,404454-PENAVE1103,STRIPDIST,PENN AVE, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89838,-79.9920783642435,40.4459918387561,930,404455-PENAVE1201,STRIPDIST,PENN AVE, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89839,-79.9914127357615,40.4464673300425,931,404456-PENAVE1203,STRIPDIST,PENN AVE, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89840,-79.9908411883137,40.4467343820161,932,404457-PENAVE1301,STRIPDIST,PENN AVE, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89841,-79.9901020874232,40.4472315673685,933,404458-PENAVE1303,STRIPDIST,PENN AVE, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89842,-79.989308648064,40.4476940880932,934,404459-PENAVE1401,STRIPDIST,PENN AVE, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89843,-79.988166469858,40.4484685412671,935,404460-PENAVE1501,STRIPDIST,PENN AVE, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89844,-79.9869170731993,40.4492488724086,936,404461-PENAVE1601,STRIPDIST,PENN AVE, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
89845,-79.9871288659033,40.4489614466256,937,404462-PENAVE1602,STRIPDIST,PENN AVE, ,$3.00 Per Hour,2 Hours,Mon - Sat,~ 8AM - 6PM, , , , , ,No,,,,, , , 
